LS,Level,Section,Row,Seat,Seat.Status.Code,Price.Level.Code,Item.Price,X,Y,Available.Seats,Avail.Seat.Code
2:220:A:2,2,220,A,2,X,15,20,273,645,1,X
2:220:A:3,2,220,A,3,X,15,20,273,652.5,1,X
2:220:A:4,2,220,A,4,X,15,20,273,660,1,X
2:220:A:5,2,220,A,5,X,15,20,273,667.5,1,X
2:220:A:6,2,220,A,6,X,15,20,273,675,1,X
2:220:B:1,2,220,B,1,X,15,20,261,607.5,1,X
2:220:B:10,2,220,B,10,X,15,20,261,675,1,X
2:220:B:2,2,220,B,2,X,15,20,261,615,1,X
2:220:B:3,2,220,B,3,X,15,20,261,622.5,1,X
2:220:B:4,2,220,B,4,X,15,20,261,630,1,X
2:220:B:5,2,220,B,5,X,15,20,261,637.5,1,X
2:220:B:6,2,220,B,6,X,15,20,261,645,1,X
2:220:B:7,2,220,B,7,X,15,20,261,652.5,1,X
2:220:B:8,2,220,B,8,X,15,20,261,660,1,X
2:220:B:9,2,220,B,9,X,15,20,261,667.5,1,X
2:220:C:1,2,220,C,1,X,15,20,249,607.5,1,X
2:220:C:10,2,220,C,10,X,15,20,249,675,1,X
2:220:C:2,2,220,C,2,X,15,20,249,615,1,X
2:220:C:3,2,220,C,3,X,15,20,249,622.5,1,X
2:220:C:4,2,220,C,4,X,15,20,249,630,1,X
2:220:C:5,2,220,C,5,X,15,20,249,637.5,1,X
2:220:C:6,2,220,C,6,X,15,20,249,645,1,X
2:220:C:7,2,220,C,7,X,15,20,249,652.5,1,X
2:220:C:8,2,220,C,8,X,15,20,249,660,1,X
2:220:C:9,2,220,C,9,X,15,20,249,667.5,1,X
2:220:D:1,2,220,D,1,X,15,20,237,607.5,1,X
2:220:D:10,2,220,D,10,X,15,20,237,675,1,X
2:220:D:2,2,220,D,2,X,15,20,237,615,1,X
2:220:D:3,2,220,D,3,X,15,20,237,622.5,1,X
2:220:D:4,2,220,D,4,X,15,20,237,630,1,X
2:220:D:5,2,220,D,5,X,15,20,237,637.5,1,X
2:220:D:6,2,220,D,6,X,15,20,237,645,1,X
2:220:D:7,2,220,D,7,X,15,20,237,652.5,1,X
2:220:D:8,2,220,D,8,X,15,20,237,660,1,X
2:220:D:9,2,220,D,9,X,15,20,237,667.5,1,X
2:220:E:1,2,220,E,1,X,15,20,225,607.5,1,X
2:220:E:10,2,220,E,10,X,15,20,225,675,1,X
2:220:E:2,2,220,E,2,X,15,20,225,615,1,X
2:220:E:3,2,220,E,3,X,15,20,225,622.5,1,X
2:220:E:4,2,220,E,4,X,15,20,225,630,1,X
2:220:E:5,2,220,E,5,X,15,20,225,637.5,1,X
2:220:E:6,2,220,E,6,X,15,20,225,645,1,X
2:220:E:7,2,220,E,7,#,15,0,225,652.5,0,O
2:220:E:8,2,220,E,8,X,15,20,225,660,1,X
2:220:E:9,2,220,E,9,X,15,20,225,667.5,1,X
2:220:F:1,2,220,F,1,X,15,20,213,600,1,X
2:220:F:10,2,220,F,10,X,15,20,213,667.5,1,X
2:220:F:11,2,220,F,11,X,15,20,213,675,1,X
2:220:F:2,2,220,F,2,X,15,20,213,607.5,1,X
2:220:F:3,2,220,F,3,X,15,20,213,615,1,X
2:220:F:4,2,220,F,4,X,15,20,213,622.5,1,X
2:220:F:5,2,220,F,5,X,15,20,213,630,1,X
2:220:F:6,2,220,F,6,X,15,20,213,637.5,1,X
2:220:F:7,2,220,F,7,#,15,0,213,645,0,O
2:220:F:8,2,220,F,8,X,15,20,213,652.5,1,X
2:220:F:9,2,220,F,9,X,15,20,213,660,1,X
2:220:G:1,2,220,G,1,X,15,20,201,600,1,X
2:220:G:10,2,220,G,10,X,15,20,201,667.5,1,X
2:220:G:11,2,220,G,11,X,15,20,201,675,1,X
2:220:G:2,2,220,G,2,X,15,20,201,607.5,1,X
2:220:G:3,2,220,G,3,#,15,0,201,615,0,O
2:220:G:4,2,220,G,4,#,15,0,201,622.5,0,O
2:220:G:5,2,220,G,5,#,15,0,201,630,0,O
2:220:G:6,2,220,G,6,#,15,0,201,637.5,0,O
2:220:G:7,2,220,G,7,#,15,0,201,645,0,O
2:220:G:8,2,220,G,8,X,15,20,201,652.5,1,X
2:220:G:9,2,220,G,9,X,15,20,201,660,1,X
2:220:H:1,2,220,H,1,X,15,20,189,600,1,X
2:220:H:10,2,220,H,10,X,15,20,189,667.5,1,X
2:220:H:11,2,220,H,11,X,15,20,189,675,1,X
2:220:H:2,2,220,H,2,X,15,20,189,607.5,1,X
2:220:H:3,2,220,H,3,X,15,20,189,615,1,X
2:220:H:4,2,220,H,4,X,15,20,189,622.5,1,X
2:220:H:5,2,220,H,5,#,15,0,189,630,0,O
2:220:H:6,2,220,H,6,#,15,0,189,637.5,0,O
2:220:H:7,2,220,H,7,#,15,0,189,645,0,O
2:220:H:8,2,220,H,8,X,15,20,189,652.5,1,X
2:220:H:9,2,220,H,9,X,15,20,189,660,1,X
2:220:J:1,2,220,J,1,O,15,0,177,600,0,O
2:220:J:10,2,220,J,10,O,15,0,177,667.5,0,O
2:220:J:11,2,220,J,11,O,15,0,177,675,0,O
2:220:J:2,2,220,J,2,O,15,0,177,607.5,0,O
2:220:J:3,2,220,J,3,O,15,0,177,615,0,O
2:220:J:4,2,220,J,4,O,15,0,177,622.5,0,O
2:220:J:5,2,220,J,5,O,15,0,177,630,0,O
2:220:J:6,2,220,J,6,O,15,0,177,637.5,0,O
2:220:J:7,2,220,J,7,O,15,0,177,645,0,O
2:220:J:8,2,220,J,8,O,15,0,177,652.5,0,O
2:220:J:9,2,220,J,9,O,15,0,177,660,0,O
2:220:K:1,2,220,K,1,O,16,0,165,592.5,0,O
2:220:K:10,2,220,K,10,O,16,0,165,660,0,O
2:220:K:11,2,220,K,11,O,16,0,165,667.5,0,O
2:220:K:12,2,220,K,12,O,16,0,165,675,0,O
2:220:K:2,2,220,K,2,O,16,0,165,600,0,O
2:220:K:3,2,220,K,3,O,16,0,165,607.5,0,O
2:220:K:4,2,220,K,4,O,16,0,165,615,0,O
2:220:K:5,2,220,K,5,O,16,0,165,622.5,0,O
2:220:K:6,2,220,K,6,O,16,0,165,630,0,O
2:220:K:7,2,220,K,7,O,16,0,165,637.5,0,O
2:220:K:8,2,220,K,8,O,16,0,165,645,0,O
2:220:K:9,2,220,K,9,O,16,0,165,652.5,0,O
2:220:L:1,2,220,L,1,O,16,0,153,592.5,0,O
2:220:L:10,2,220,L,10,O,16,0,153,660,0,O
2:220:L:11,2,220,L,11,O,16,0,153,667.5,0,O
2:220:L:12,2,220,L,12,O,16,0,153,675,0,O
2:220:L:2,2,220,L,2,O,16,0,153,600,0,O
2:220:L:3,2,220,L,3,O,16,0,153,607.5,0,O
2:220:L:4,2,220,L,4,O,16,0,153,615,0,O
2:220:L:5,2,220,L,5,O,16,0,153,622.5,0,O
2:220:L:6,2,220,L,6,O,16,0,153,630,0,O
2:220:L:7,2,220,L,7,O,16,0,153,637.5,0,O
2:220:L:8,2,220,L,8,O,16,0,153,645,0,O
2:220:L:9,2,220,L,9,O,16,0,153,652.5,0,O
2:220:M:1,2,220,M,1,O,16,0,141,592.5,0,O
2:220:M:10,2,220,M,10,O,16,0,141,660,0,O
2:220:M:11,2,220,M,11,O,16,0,141,667.5,0,O
2:220:M:12,2,220,M,12,O,16,0,141,675,0,O
2:220:M:2,2,220,M,2,O,16,0,141,600,0,O
2:220:M:3,2,220,M,3,O,16,0,141,607.5,0,O
2:220:M:4,2,220,M,4,O,16,0,141,615,0,O
2:220:M:5,2,220,M,5,O,16,0,141,622.5,0,O
2:220:M:6,2,220,M,6,O,16,0,141,630,0,O
2:220:M:7,2,220,M,7,O,16,0,141,637.5,0,O
2:220:M:8,2,220,M,8,O,16,0,141,645,0,O
2:220:M:9,2,220,M,9,O,16,0,141,652.5,0,O
2:220:N:1,2,220,N,1,O,16,0,129,592.5,0,O
2:220:N:10,2,220,N,10,O,16,0,129,660,0,O
2:220:N:11,2,220,N,11,O,16,0,129,667.5,0,O
2:220:N:12,2,220,N,12,O,16,0,129,675,0,O
2:220:N:2,2,220,N,2,O,16,0,129,600,0,O
2:220:N:3,2,220,N,3,O,16,0,129,607.5,0,O
2:220:N:4,2,220,N,4,O,16,0,129,615,0,O
2:220:N:5,2,220,N,5,O,16,0,129,622.5,0,O
2:220:N:6,2,220,N,6,O,16,0,129,630,0,O
2:220:N:7,2,220,N,7,O,16,0,129,637.5,0,O
2:220:N:8,2,220,N,8,O,16,0,129,645,0,O
2:220:N:9,2,220,N,9,O,16,0,129,652.5,0,O
2:220:P:1,2,220,P,1,O,16,0,117,585,0,O
2:220:P:10,2,220,P,10,O,16,0,117,652.5,0,O
2:220:P:11,2,220,P,11,O,16,0,117,660,0,O
2:220:P:12,2,220,P,12,O,16,0,117,667.5,0,O
2:220:P:13,2,220,P,13,O,16,0,117,675,0,O
2:220:P:2,2,220,P,2,O,16,0,117,592.5,0,O
2:220:P:3,2,220,P,3,O,16,0,117,600,0,O
2:220:P:4,2,220,P,4,O,16,0,117,607.5,0,O
2:220:P:5,2,220,P,5,O,16,0,117,615,0,O
2:220:P:6,2,220,P,6,O,16,0,117,622.5,0,O
2:220:P:7,2,220,P,7,O,16,0,117,630,0,O
2:220:P:8,2,220,P,8,O,16,0,117,637.5,0,O
2:220:P:9,2,220,P,9,O,16,0,117,645,0,O
2:220:Q:1,2,220,Q,1,O,16,0,105,585,0,O
2:220:Q:10,2,220,Q,10,O,16,0,105,652.5,0,O
2:220:Q:11,2,220,Q,11,O,16,0,105,660,0,O
2:220:Q:12,2,220,Q,12,O,16,0,105,667.5,0,O
2:220:Q:13,2,220,Q,13,O,16,0,105,675,0,O
2:220:Q:2,2,220,Q,2,O,16,0,105,592.5,0,O
2:220:Q:3,2,220,Q,3,O,16,0,105,600,0,O
2:220:Q:4,2,220,Q,4,O,16,0,105,607.5,0,O
2:220:Q:5,2,220,Q,5,O,16,0,105,615,0,O
2:220:Q:6,2,220,Q,6,O,16,0,105,622.5,0,O
2:220:Q:7,2,220,Q,7,O,16,0,105,630,0,O
2:220:Q:8,2,220,Q,8,O,16,0,105,637.5,0,O
2:220:Q:9,2,220,Q,9,O,16,0,105,645,0,O
2:220:R:1,2,220,R,1,O,16,0,93,585,0,O
2:220:R:10,2,220,R,10,O,16,0,93,652.5,0,O
2:220:R:11,2,220,R,11,O,16,0,93,660,0,O
2:220:R:12,2,220,R,12,O,16,0,93,667.5,0,O
2:220:R:13,2,220,R,13,O,16,0,93,675,0,O
2:220:R:2,2,220,R,2,O,16,0,93,592.5,0,O
2:220:R:3,2,220,R,3,O,16,0,93,600,0,O
2:220:R:4,2,220,R,4,O,16,0,93,607.5,0,O
2:220:R:5,2,220,R,5,O,16,0,93,615,0,O
2:220:R:6,2,220,R,6,O,16,0,93,622.5,0,O
2:220:R:7,2,220,R,7,O,16,0,93,630,0,O
2:220:R:8,2,220,R,8,O,16,0,93,637.5,0,O
2:220:R:9,2,220,R,9,O,16,0,93,645,0,O
2:220:T:1,2,220,T,1,O,16,0,81,577.5,0,O
2:220:T:10,2,220,T,10,O,16,0,81,645,0,O
2:220:T:11,2,220,T,11,O,16,0,81,652.5,0,O
2:220:T:12,2,220,T,12,O,16,0,81,660,0,O
2:220:T:13,2,220,T,13,O,16,0,81,667.5,0,O
2:220:T:14,2,220,T,14,O,16,0,81,675,0,O
2:220:T:2,2,220,T,2,O,16,0,81,585,0,O
2:220:T:3,2,220,T,3,O,16,0,81,592.5,0,O
2:220:T:4,2,220,T,4,O,16,0,81,600,0,O
2:220:T:5,2,220,T,5,O,16,0,81,607.5,0,O
2:220:T:6,2,220,T,6,O,16,0,81,615,0,O
2:220:T:7,2,220,T,7,O,16,0,81,622.5,0,O
2:220:T:8,2,220,T,8,O,16,0,81,630,0,O
2:220:T:9,2,220,T,9,O,16,0,81,637.5,0,O
2:221:B:1,2,221,B,1,X,15,20,261,710,1,X
2:221:B:101,2,221,B,101,-,15,0,261,725,0,O
2:221:B:102,2,221,B,102,-,15,0,261,732.5,0,O
2:221:B:103,2,221,B,103,-,15,0,261,740,0,O
2:221:B:104,2,221,B,104,-,15,0,261,747.5,0,O
2:221:B:105,2,221,B,105,-,15,0,261,755,0,O
2:221:B:106,2,221,B,106,-,15,0,261,762.5,0,O
2:221:B:107,2,221,B,107,-,15,0,261,770,0,O
2:221:B:108,2,221,B,108,-,15,0,261,777.5,0,O
2:221:B:109,2,221,B,109,-,15,0,261,785,0,O
2:221:B:110,2,221,B,110,-,15,0,261,792.5,0,O
2:221:B:13,2,221,B,13,X,15,20,261,800,1,X
2:221:B:14,2,221,B,14,X,15,20,261,807.5,1,X
2:221:B:2,2,221,B,2,X,15,20,261,717.5,1,X
2:221:C:1,2,221,C,1,X,15,20,249,710,1,X
2:221:C:101,2,221,C,101,-,15,0,249,725,0,O
2:221:C:102,2,221,C,102,-,15,0,249,732.5,0,O
2:221:C:103,2,221,C,103,-,15,0,249,740,0,O
2:221:C:104,2,221,C,104,-,15,0,249,747.5,0,O
2:221:C:105,2,221,C,105,-,15,0,249,755,0,O
2:221:C:106,2,221,C,106,-,15,0,249,762.5,0,O
2:221:C:107,2,221,C,107,-,15,0,249,770,0,O
2:221:C:108,2,221,C,108,-,15,0,249,777.5,0,O
2:221:C:109,2,221,C,109,-,15,0,249,785,0,O
2:221:C:110,2,221,C,110,-,15,0,249,792.5,0,O
2:221:C:13,2,221,C,13,X,15,20,249,800,1,X
2:221:C:14,2,221,C,14,X,15,20,249,807.5,1,X
2:221:C:2,2,221,C,2,X,15,20,249,717.5,1,X
2:221:D:1,2,221,D,1,X,15,20,237,710,1,X
2:221:D:101,2,221,D,101,-,15,0,237,725,0,O
2:221:D:102,2,221,D,102,-,15,0,237,732.5,0,O
2:221:D:103,2,221,D,103,-,15,0,237,740,0,O
2:221:D:104,2,221,D,104,-,15,0,237,747.5,0,O
2:221:D:105,2,221,D,105,-,15,0,237,755,0,O
2:221:D:106,2,221,D,106,-,15,0,237,762.5,0,O
2:221:D:107,2,221,D,107,-,15,0,237,770,0,O
2:221:D:108,2,221,D,108,-,15,0,237,777.5,0,O
2:221:D:109,2,221,D,109,-,15,0,237,785,0,O
2:221:D:110,2,221,D,110,-,15,0,237,792.5,0,O
2:221:D:13,2,221,D,13,X,15,20,237,800,1,X
2:221:D:14,2,221,D,14,X,15,20,237,807.5,1,X
2:221:D:2,2,221,D,2,X,15,20,237,717.5,1,X
2:221:E:1,2,221,E,1,X,15,20,225,710,1,X
2:221:E:10,2,221,E,10,X,15,20,225,777.5,1,X
2:221:E:11,2,221,E,11,X,15,20,225,785,1,X
2:221:E:12,2,221,E,12,X,15,20,225,792.5,1,X
2:221:E:13,2,221,E,13,X,15,20,225,800,1,X
2:221:E:14,2,221,E,14,X,15,20,225,807.5,1,X
2:221:E:2,2,221,E,2,X,15,20,225,717.5,1,X
2:221:E:3,2,221,E,3,X,15,20,225,725,1,X
2:221:E:4,2,221,E,4,X,15,20,225,732.5,1,X
2:221:E:5,2,221,E,5,X,15,20,225,740,1,X
2:221:E:6,2,221,E,6,X,15,20,225,747.5,1,X
2:221:E:7,2,221,E,7,X,15,20,225,755,1,X
2:221:E:8,2,221,E,8,X,15,20,225,762.5,1,X
2:221:E:9,2,221,E,9,X,15,20,225,770,1,X
2:221:F:1,2,221,F,1,X,15,20,213,710,1,X
2:221:F:10,2,221,F,10,X,15,20,213,777.5,1,X
2:221:F:11,2,221,F,11,X,15,20,213,785,1,X
2:221:F:12,2,221,F,12,X,15,20,213,792.5,1,X
2:221:F:13,2,221,F,13,X,15,20,213,800,1,X
2:221:F:14,2,221,F,14,X,15,20,213,807.5,1,X
2:221:F:2,2,221,F,2,X,15,20,213,717.5,1,X
2:221:F:3,2,221,F,3,X,15,20,213,725,1,X
2:221:F:4,2,221,F,4,X,15,20,213,732.5,1,X
2:221:F:5,2,221,F,5,X,15,20,213,740,1,X
2:221:F:6,2,221,F,6,X,15,20,213,747.5,1,X
2:221:F:7,2,221,F,7,X,15,20,213,755,1,X
2:221:F:8,2,221,F,8,X,15,20,213,762.5,1,X
2:221:F:9,2,221,F,9,X,15,20,213,770,1,X
2:221:G:1,2,221,G,1,X,15,20,201,710,1,X
2:221:G:10,2,221,G,10,X,15,20,201,777.5,1,X
2:221:G:11,2,221,G,11,X,15,20,201,785,1,X
2:221:G:12,2,221,G,12,X,15,20,201,792.5,1,X
2:221:G:13,2,221,G,13,X,15,20,201,800,1,X
2:221:G:14,2,221,G,14,X,15,20,201,807.5,1,X
2:221:G:2,2,221,G,2,X,15,20,201,717.5,1,X
2:221:G:3,2,221,G,3,X,15,20,201,725,1,X
2:221:G:4,2,221,G,4,X,15,20,201,732.5,1,X
2:221:G:5,2,221,G,5,X,15,20,201,740,1,X
2:221:G:6,2,221,G,6,X,15,20,201,747.5,1,X
2:221:G:7,2,221,G,7,X,15,20,201,755,1,X
2:221:G:8,2,221,G,8,X,15,20,201,762.5,1,X
2:221:G:9,2,221,G,9,X,15,20,201,770,1,X
2:221:H:1,2,221,H,1,X,15,20,189,710,1,X
2:221:H:10,2,221,H,10,X,15,20,189,777.5,1,X
2:221:H:11,2,221,H,11,X,15,20,189,785,1,X
2:221:H:12,2,221,H,12,X,15,20,189,792.5,1,X
2:221:H:13,2,221,H,13,X,15,20,189,800,1,X
2:221:H:14,2,221,H,14,X,15,20,189,807.5,1,X
2:221:H:2,2,221,H,2,X,15,20,189,717.5,1,X
2:221:H:3,2,221,H,3,X,15,20,189,725,1,X
2:221:H:4,2,221,H,4,X,15,20,189,732.5,1,X
2:221:H:5,2,221,H,5,X,15,20,189,740,1,X
2:221:H:6,2,221,H,6,X,15,20,189,747.5,1,X
2:221:H:7,2,221,H,7,X,15,20,189,755,1,X
2:221:H:8,2,221,H,8,X,15,20,189,762.5,1,X
2:221:H:9,2,221,H,9,X,15,20,189,770,1,X
2:221:J:1,2,221,J,1,X,15,20,177,710,1,X
2:221:J:10,2,221,J,10,X,15,20,177,777.5,1,X
2:221:J:11,2,221,J,11,X,15,20,177,785,1,X
2:221:J:12,2,221,J,12,X,15,20,177,792.5,1,X
2:221:J:13,2,221,J,13,X,15,20,177,800,1,X
2:221:J:14,2,221,J,14,X,15,20,177,807.5,1,X
2:221:J:2,2,221,J,2,X,15,20,177,717.5,1,X
2:221:J:3,2,221,J,3,X,15,20,177,725,1,X
2:221:J:4,2,221,J,4,X,15,20,177,732.5,1,X
2:221:J:5,2,221,J,5,X,15,20,177,740,1,X
2:221:J:6,2,221,J,6,X,15,20,177,747.5,1,X
2:221:J:7,2,221,J,7,X,15,20,177,755,1,X
2:221:J:8,2,221,J,8,X,15,20,177,762.5,1,X
2:221:J:9,2,221,J,9,X,15,20,177,770,1,X
2:221:K:1,2,221,K,1,O,16,0,165,710,0,O
2:221:K:10,2,221,K,10,O,16,0,165,777.5,0,O
2:221:K:11,2,221,K,11,O,16,0,165,785,0,O
2:221:K:12,2,221,K,12,O,16,0,165,792.5,0,O
2:221:K:13,2,221,K,13,O,16,0,165,800,0,O
2:221:K:14,2,221,K,14,O,16,0,165,807.5,0,O
2:221:K:2,2,221,K,2,O,16,0,165,717.5,0,O
2:221:K:3,2,221,K,3,O,16,0,165,725,0,O
2:221:K:4,2,221,K,4,O,16,0,165,732.5,0,O
2:221:K:5,2,221,K,5,O,16,0,165,740,0,O
2:221:K:6,2,221,K,6,O,16,0,165,747.5,0,O
2:221:K:7,2,221,K,7,O,16,0,165,755,0,O
2:221:K:8,2,221,K,8,O,16,0,165,762.5,0,O
2:221:K:9,2,221,K,9,O,16,0,165,770,0,O
2:221:L:1,2,221,L,1,O,16,0,153,710,0,O
2:221:L:10,2,221,L,10,O,16,0,153,777.5,0,O
2:221:L:11,2,221,L,11,O,16,0,153,785,0,O
2:221:L:12,2,221,L,12,O,16,0,153,792.5,0,O
2:221:L:13,2,221,L,13,O,16,0,153,800,0,O
2:221:L:14,2,221,L,14,O,16,0,153,807.5,0,O
2:221:L:15,2,221,L,15,O,16,0,153,815,0,O
2:221:L:2,2,221,L,2,O,16,0,153,717.5,0,O
2:221:L:3,2,221,L,3,O,16,0,153,725,0,O
2:221:L:4,2,221,L,4,O,16,0,153,732.5,0,O
2:221:L:5,2,221,L,5,O,16,0,153,740,0,O
2:221:L:6,2,221,L,6,O,16,0,153,747.5,0,O
2:221:L:7,2,221,L,7,O,16,0,153,755,0,O
2:221:L:8,2,221,L,8,O,16,0,153,762.5,0,O
2:221:L:9,2,221,L,9,O,16,0,153,770,0,O
2:221:M:1,2,221,M,1,O,16,0,141,710,0,O
2:221:M:10,2,221,M,10,O,16,0,141,777.5,0,O
2:221:M:11,2,221,M,11,O,16,0,141,785,0,O
2:221:M:12,2,221,M,12,O,16,0,141,792.5,0,O
2:221:M:13,2,221,M,13,O,16,0,141,800,0,O
2:221:M:14,2,221,M,14,O,16,0,141,807.5,0,O
2:221:M:15,2,221,M,15,O,16,0,141,815,0,O
2:221:M:2,2,221,M,2,O,16,0,141,717.5,0,O
2:221:M:3,2,221,M,3,O,16,0,141,725,0,O
2:221:M:4,2,221,M,4,O,16,0,141,732.5,0,O
2:221:M:5,2,221,M,5,O,16,0,141,740,0,O
2:221:M:6,2,221,M,6,O,16,0,141,747.5,0,O
2:221:M:7,2,221,M,7,O,16,0,141,755,0,O
2:221:M:8,2,221,M,8,O,16,0,141,762.5,0,O
2:221:M:9,2,221,M,9,O,16,0,141,770,0,O
2:221:N:1,2,221,N,1,O,16,0,129,710,0,O
2:221:N:10,2,221,N,10,O,16,0,129,777.5,0,O
2:221:N:11,2,221,N,11,O,16,0,129,785,0,O
2:221:N:12,2,221,N,12,O,16,0,129,792.5,0,O
2:221:N:13,2,221,N,13,O,16,0,129,800,0,O
2:221:N:14,2,221,N,14,O,16,0,129,807.5,0,O
2:221:N:15,2,221,N,15,O,16,0,129,815,0,O
2:221:N:2,2,221,N,2,O,16,0,129,717.5,0,O
2:221:N:3,2,221,N,3,O,16,0,129,725,0,O
2:221:N:4,2,221,N,4,O,16,0,129,732.5,0,O
2:221:N:5,2,221,N,5,O,16,0,129,740,0,O
2:221:N:6,2,221,N,6,O,16,0,129,747.5,0,O
2:221:N:7,2,221,N,7,O,16,0,129,755,0,O
2:221:N:8,2,221,N,8,O,16,0,129,762.5,0,O
2:221:N:9,2,221,N,9,O,16,0,129,770,0,O
2:221:P:1,2,221,P,1,O,16,0,117,710,0,O
2:221:P:10,2,221,P,10,O,16,0,117,777.5,0,O
2:221:P:11,2,221,P,11,O,16,0,117,785,0,O
2:221:P:12,2,221,P,12,O,16,0,117,792.5,0,O
2:221:P:13,2,221,P,13,O,16,0,117,800,0,O
2:221:P:14,2,221,P,14,O,16,0,117,807.5,0,O
2:221:P:15,2,221,P,15,O,16,0,117,815,0,O
2:221:P:2,2,221,P,2,O,16,0,117,717.5,0,O
2:221:P:3,2,221,P,3,O,16,0,117,725,0,O
2:221:P:4,2,221,P,4,O,16,0,117,732.5,0,O
2:221:P:5,2,221,P,5,O,16,0,117,740,0,O
2:221:P:6,2,221,P,6,O,16,0,117,747.5,0,O
2:221:P:7,2,221,P,7,O,16,0,117,755,0,O
2:221:P:8,2,221,P,8,O,16,0,117,762.5,0,O
2:221:P:9,2,221,P,9,O,16,0,117,770,0,O
2:221:Q:1,2,221,Q,1,O,16,0,105,710,0,O
2:221:Q:10,2,221,Q,10,O,16,0,105,777.5,0,O
2:221:Q:11,2,221,Q,11,O,16,0,105,785,0,O
2:221:Q:12,2,221,Q,12,O,16,0,105,792.5,0,O
2:221:Q:13,2,221,Q,13,O,16,0,105,800,0,O
2:221:Q:14,2,221,Q,14,O,16,0,105,807.5,0,O
2:221:Q:15,2,221,Q,15,O,16,0,105,815,0,O
2:221:Q:2,2,221,Q,2,O,16,0,105,717.5,0,O
2:221:Q:3,2,221,Q,3,O,16,0,105,725,0,O
2:221:Q:4,2,221,Q,4,O,16,0,105,732.5,0,O
2:221:Q:5,2,221,Q,5,O,16,0,105,740,0,O
2:221:Q:6,2,221,Q,6,O,16,0,105,747.5,0,O
2:221:Q:7,2,221,Q,7,O,16,0,105,755,0,O
2:221:Q:8,2,221,Q,8,O,16,0,105,762.5,0,O
2:221:Q:9,2,221,Q,9,O,16,0,105,770,0,O
2:221:R:1,2,221,R,1,O,16,0,93,710,0,O
2:221:R:10,2,221,R,10,O,16,0,93,777.5,0,O
2:221:R:11,2,221,R,11,O,16,0,93,785,0,O
2:221:R:12,2,221,R,12,O,16,0,93,792.5,0,O
2:221:R:13,2,221,R,13,O,16,0,93,800,0,O
2:221:R:14,2,221,R,14,O,16,0,93,807.5,0,O
2:221:R:15,2,221,R,15,O,16,0,93,815,0,O
2:221:R:2,2,221,R,2,O,16,0,93,717.5,0,O
2:221:R:3,2,221,R,3,O,16,0,93,725,0,O
2:221:R:4,2,221,R,4,O,16,0,93,732.5,0,O
2:221:R:5,2,221,R,5,O,16,0,93,740,0,O
2:221:R:6,2,221,R,6,O,16,0,93,747.5,0,O
2:221:R:7,2,221,R,7,O,16,0,93,755,0,O
2:221:R:8,2,221,R,8,O,16,0,93,762.5,0,O
2:221:R:9,2,221,R,9,O,16,0,93,770,0,O
2:221:T:1,2,221,T,1,O,16,0,81,710,0,O
2:221:T:10,2,221,T,10,O,16,0,81,777.5,0,O
2:221:T:11,2,221,T,11,O,16,0,81,785,0,O
2:221:T:12,2,221,T,12,O,16,0,81,792.5,0,O
2:221:T:13,2,221,T,13,O,16,0,81,800,0,O
2:221:T:2,2,221,T,2,O,16,0,81,717.5,0,O
2:221:T:3,2,221,T,3,O,16,0,81,725,0,O
2:221:T:4,2,221,T,4,O,16,0,81,732.5,0,O
2:221:T:5,2,221,T,5,O,16,0,81,740,0,O
2:221:T:6,2,221,T,6,O,16,0,81,747.5,0,O
2:221:T:7,2,221,T,7,O,16,0,81,755,0,O
2:221:T:8,2,221,T,8,O,16,0,81,762.5,0,O
2:221:T:9,2,221,T,9,O,16,0,81,770,0,O
2:222:A:1,2,222,A,1,X,15,20,273,841,1,X
2:222:A:2,2,222,A,2,X,15,20,273,848.5,1,X
2:222:A:3,2,222,A,3,X,15,20,273,856,1,X
2:222:A:4,2,222,A,4,X,15,20,273,863.5,1,X
2:222:A:5,2,222,A,5,X,15,20,273,871,1,X
2:222:A:6,2,222,A,6,X,15,20,273,878.5,1,X
2:222:B:1,2,222,B,1,R,15,0,261,841,0,O
2:222:B:10,2,222,B,10,X,15,20,261,908.5,1,X
2:222:B:2,2,222,B,2,R,15,0,261,848.5,0,O
2:222:B:3,2,222,B,3,X,15,20,261,856,1,X
2:222:B:4,2,222,B,4,X,15,20,261,863.5,1,X
2:222:B:5,2,222,B,5,X,15,20,261,871,1,X
2:222:B:6,2,222,B,6,X,15,20,261,878.5,1,X
2:222:B:7,2,222,B,7,X,15,20,261,886,1,X
2:222:B:8,2,222,B,8,X,15,20,261,893.5,1,X
2:222:B:9,2,222,B,9,X,15,20,261,901,1,X
2:222:C:1,2,222,C,1,X,15,20,249,841,1,X
2:222:C:10,2,222,C,10,X,15,20,249,908.5,1,X
2:222:C:2,2,222,C,2,X,15,20,249,848.5,1,X
2:222:C:3,2,222,C,3,X,15,20,249,856,1,X
2:222:C:4,2,222,C,4,X,15,20,249,863.5,1,X
2:222:C:5,2,222,C,5,#,15,0,249,871,0,O
2:222:C:6,2,222,C,6,X,15,20,249,878.5,1,X
2:222:C:7,2,222,C,7,X,15,20,249,886,1,X
2:222:C:8,2,222,C,8,X,15,20,249,893.5,1,X
2:222:C:9,2,222,C,9,X,15,20,249,901,1,X
2:222:D:1,2,222,D,1,X,15,20,237,841,1,X
2:222:D:10,2,222,D,10,X,15,20,237,908.5,1,X
2:222:D:2,2,222,D,2,X,15,20,237,848.5,1,X
